Color:,Style:,Pattern Type:,Type:,Fabric:,Material:,Composition:,Care Instructions:,rating,price
Burgundy ,Party ,Plain ,Cami ,Medium Stretch ,Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,4.97,₪119.00
Rust Brown ,Boho ,"Floral, All Over Print ",Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪69.00
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.86,₪59.00
Light Grey ,Casual ,Plain ,Tank ,Slight Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Hand wash or professional dry clean ,5.00,₪29.00
Green ,Casual ,Plain ,A Line ,Medium Stretch ,Fabric ,"92% Rayon, 8% Elastane ",Hand wash or professional dry clean ,4.86,₪69.00
Multicolor ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,"65% Viscose, 35% Cotton ","Machine wash, do not dry clean,wash with the soft detergent ",4.90,₪39.00
White ,Casual ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪49.00
Black and White ,Casual ,Colorblock ,Bodycon ,Non-Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Mustard Yellow ,Casual ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪89.00
Multicolor ,Elegant ,Leopard Print ,Fitted ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.82,₪59.00
Red ,Elegant ,Plain ,Cami ,Slight Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Hand wash or professional dry clean ,5.00,₪49.00
Blue and White ,Boho ,Floral ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.94,₪59.00
Burgundy ,Party ,Plain ,A Line ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.72,₪49.00
Pink ,Party ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Coffee Brown ,Elegant ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"88% Polyester, 12% Elastane ","Hand wash,do not dry clean ",0,₪39.00
Multicolor ,Casual ,Colorblock ,Fitted ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Baby Pink ,Party ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪79.00
White ,Sexy ,Plain ,Fit and Flare ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Grey ,Casual ,"Animal, Slogan ",Tee ,Slight Stretch ,Knitted Fabric ,100% Cotton ,Machine wash or professional dry clean ,0,₪49.00
Teal Blue ,Party ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0,₪49.00
White ,Boho ,Plain ,Cami ,Non-Stretch ,Woven Fabric ,100% Polyester ,Hand wash or professional dry clean ,0,₪59.00
Multicolor ,Boho ,"Floral, All Over Print ",Cami ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Khaki ,Casual ,"Heart, All Over Print ",A Line ,Non-Stretch ,Flocking ,100% Polyamide ,Hand wash or professional dry clean ,0,₪69.00
Khaki ,Party ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"65% Polyester, 30% Metallized Fibres, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Black ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Multicolor ,Sexy ,Marble ,Bodycon ,Slight Stretch ,Knitted Fabric ,"89% Polyester, 11% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪39.00
Red ,Party ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"65% Polyester, 30% Metallized Fibres, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Dusty Pink ,Party ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.91,₪99.00
Apricot ,Sexy ,Plain ,Cami ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪39.00
Multicolor ,Boho ,Polka Dot ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Multicolor ,Elegant ,Floral ,Bodycon ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪39.00
White ,Boho ,"Floral, All Over Print ",Cami ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0,₪59.00
Multicolor ,Casual ,All Over Print ,Cami ,Slight Stretch ,Knitted Fabric ,"91% Polyester, 9% Elastane ",Machine wash or professional dry clean ,0,₪29.00
Pink ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"95% Viscose, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Multicolor ,Elegant ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0,₪69.00
Black ,Boho ,Floral ,Cami ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪79.00
Pink ,Sexy ,"Heart, All Over Print ",Cami ,Medium Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",5.00,₪29.00
Black ,Boho ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0,₪59.00
Khaki ,Cute ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Gold ,Party ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Green ,Casual ,Plain ,Smock ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Khaki ,Boho ,Paisley ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Grey ,Casual ,"Letter, Colorblock ",Bodycon ,Medium Stretch ,Fabric ,"93% Rayon, 7% Elastane ","Machine wash, do not dry clean ",0,₪49.00
White ,Party ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0,₪59.00
Blue ,Boho ,Ombre ,Tunic ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Brown ,Casual ,Plain ,A Line ,High Stretch ,Knitted Fabric ,100% Polyester ,Hand wash or professional dry clean ,4.59,₪59.00
Black ,Party ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Black ,Sexy ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Redwood ,Casual ,Plain ,Bodycon ,High Stretch ,Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.89,₪49.00
Multicolor ,Elegant ,Graphic ,Bodycon ,High Stretch ,Knitted Fabric ,"94% Viscose, 6% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪49.00
Yellow ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"82% Polyester, 18% Elastane ",Machine wash or professional dry clean ,0,₪69.00
Khaki ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪99.00
Black ,Elegant ,Graphic ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Viscose, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪49.00
Multicolor ,Sexy ,All Over Print ,Bodycon ,High Stretch ,Knitted Fabric ,"95% Viscose, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪69.00
Multicolor ,Sexy ,Graphic ,Tank ,Slight Stretch ,Knitted Fabric ,"95% Viscose, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪49.00
Hot Pink ,Sexy ,Plain ,Cami ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪69.00
Multicolor ,Elegant ,Graphic ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Viscose, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪59.00
Green ,Casual ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,100% Cotton ,Machine wash or professional dry clean ,0,₪99.00
Grey ,Elegant ,Plain ,Fitted ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Multicolor ,Cute ,Colorblock ,Smock ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Red ,Boho ,"Floral, All Over Print ",A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
White ,Sexy ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Baby Blue ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Hot Pink ,Cute ,Plain ,Smock ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Black ,Elegant ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Black ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Champagne ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",0,₪89.00
Multicolor ,Sexy ,"Tropical, Letter ",Bodycon ,Slight Stretch ,Knitted Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,0,₪39.00
Multicolor ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪49.00
Multicolor ,Sexy ,Floral ,Cami ,Slight Stretch ,Knitted Fabric ,"92% Polyester, 8% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪29.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Orange ,Elegant ,Plain ,Cami ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Black ,Casual ,Letter ,Bodycon ,Slight Stretch ,Knitted Fabric ,"94% Viscose, 6% Elastane ",Machine wash or professional dry clean ,0,₪29.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Apricot ,Casual ,Plain ,A Line ,High Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ","Hand wash,do not dry clean ",0,₪69.00
Red ,Casual ,Plain ,Tank ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Black ,Casual ,Plain ,Bodycon ,High Stretch ,Fabric ,"96% Rayon, 4% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Apricot ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪29.00
Black and White ,Casual ,Striped ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Multicolor ,Casual ,Leopard Print ,A Line ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Blue ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Multicolor ,Boho ,All Over Print ,Bodycon ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪49.00
Black ,Casual ,Polka Dot ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Red ,Boho ,"Floral, All Over Print ",Bodycon ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪69.00
Black ,Boho ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Black ,Casual ,Plain ,Tunic ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Red ,Cute ,Plain ,Smock ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.92,₪39.00
Rust Brown ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"65% Polyester, 27% Viscose, 8% Elastane ","Hand wash,do not dry clean ",4.71,₪59.00
Coffee Brown ,Casual ,Plain ,Fitted ,Slight Stretch ,Knitted Fabric ,"62% Polyester, 34% Cotton, 4% Elastane ",Machine wash or professional dry clean ,4.94,₪39.00
Royal Blue ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"90% Polyamide, 10% Metallized Fibres ",Hand wash or professional dry clean ,4.90,₪29.00
Navy Blue ,Party ,Colorblock ,Tunic ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.94,₪49.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.97,₪49.00
Black and White ,Elegant ,Colorblock ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪109.00
Burnt Orange ,Boho ,Plain ,Smock ,Non-Stretch ,Woven Fabric ,"52% Viscose, 48% Polyester ",Machine wash or professional dry clean ,0,₪69.00
Maroon ,Casual ,Plain ,Tee ,Slight Stretch ,Knitted Fabric ,"99% Polyester, 1% Elastane ",Machine wash or professional dry clean ,4.85,₪79.00
Red Violet ,Casual ,Plain ,Fitted ,High Stretch ,Fabric ,"72% Polyester, 28% Viscose ",Machine wash or professional dry clean ,0,₪29.00
Multicolor ,Boho ,Floral ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Black ,Casual ,"Colorblock, Leopard Print ",Tee ,Medium Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,0,₪39.00
Multicolor ,Casual ,Gingham ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Burgundy ,Cute ,Plain ,Smock ,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪69.00
Pink ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0,₪39.00
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪79.00
Hot Pink ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Hand wash or professional dry clean ,4.88,₪39.00
Burgundy ,Casual ,Plain ,Tunic ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪39.00
Burgundy ,Elegant ,Plain ,Fitted ,High Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Burgundy ,Party ,Plain ,Cami ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.00,₪119.00
Black ,Casual ,Plain ,Tank ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Ginger ,Boho ,Plain ,Smock ,Slight Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪39.00
Grey ,Casual ,"Letter, Animal ",Tee ,Slight Stretch ,Knitted Fabric ,"95% Cotton, 5% Elastane ",Machine wash or professional dry clean ,0,₪69.00
Multicolor ,Casual ,Camo ,Tee ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪39.00
Multicolor ,Casual ,Plaid ,Shirt ,Non-Stretch ,Knitted Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪79.00
Apricot ,Casual ,Random Print ,A Line ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Spandex ","Machine wash, do not dry clean ",0,₪49.00
Hot Pink ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Black ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Composite Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0,₪39.00
Black ,Elegant ,Plain ,A Line ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,0,₪69.00
Grey ,Casual ,Plain ,Tee ,Medium Stretch ,Knitted Fabric ,"65% Polyester, 35% Viscose ",Machine wash or professional dry clean ,0,₪39.00
Multicolor ,Casual ,Colorblock ,Bodycon ,Medium Stretch ,Rib knit ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Black ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪59.00
Baby Pink ,Casual ,Plain ,A Line ,Non-Stretch ,Knitted Fabric ,"98% Polyester, 2% Elastane ",Hand wash or professional dry clean ,0,₪69.00
Burgundy ,Casual ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Apricot ,Casual ,Plain ,Tee ,Medium Stretch ,Rib knit ,"65% Polyester, 30% Viscose, 5% Spandex ",Machine wash or professional dry clean ,0,₪39.00
Silver ,Party ,Plain ,Tunic ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪89.00
Green ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"95% Polyamide, 5% Elastane ",Hand wash or professional dry clean ,0,₪49.00
Multicolor ,Casual ,"Striped, Colorblock ",Tee ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",4.93,₪49.00
Black ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪59.00
Gold ,Party ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.75,₪59.00
Coffee Brown ,Party ,Plain ,Tank ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",0,₪149.00
Multicolor ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.82,₪59.00
Hot Pink ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"52% Polyamide, 32% Metallized Fibres, 16% Elastane ","Hand wash,do not dry clean ",5.00,₪79.00
Khaki ,Casual ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"67% Polyester, 29% Viscose, 4% Elastane ",Machine wash or professional dry clean ,4.90,₪49.00
Lilac Purple ,Elegant ,Plain ,Cami ,High Stretch ,Satin ,"92% Polyester, 8% Elastane ","Hand wash,do not dry clean ",4.70,₪139.00
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.95,₪59.00
Black ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"90% Polyester, 10% Elastane ","Machine wash, do not dry clean ",5.00,₪49.00
White ,Elegant ,Plain ,Fitted ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0,₪149.00
Multicolor ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,100% Viscose ,Machine wash or professional dry clean ,5.00,₪69.00
Pink ,Boho ,Plain ,A Line ,Medium Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Multicolor ,Boho ,Floral ,A Line ,High Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Black and White ,Casual ,All Over Print ,A Line ,Medium Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Royal Blue ,Party ,Plain ,Bodycon ,Non-Stretch ,Flannelette ,100% Polyester ,Machine wash or professional dry clean ,4.87,₪59.00
Teal Blue ,Casual ,Plain ,Shirt ,Non-Stretch ,Corduroy ,100% Polyester ,Machine wash or professional dry clean ,0,₪79.00
Rust Brown ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Fabric ,100% Viscose ,Machine wash or professional dry clean ,4.93,₪49.00
Red ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.75,₪59.00
White ,Casual ,All Over Print ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,5.00,₪59.00
Apricot ,Boho ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Grey ,Elegant ,Plain ,Fitted ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪49.00
Hot Pink ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
