Color:,Style:,Pattern Type:,Type:,Fabric:,Material:,Composition:,Care Instructions:,rating,price
Black and White ,Casual ,Colorblock ,Fitted ,Slight Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,5.00,₪79.00
White ,Boho ,Plain ,Tank ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Apricot ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.66,₪59.00
Navy Blue ,Elegant ,Plain ,Fitted ,Slight Stretch ,Flannelette ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",5.00,₪79.00
Yellow ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"67% Polyester, 29% Viscose, 4% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Khaki ,Elegant ,Plain ,Shirt ,Slight Stretch ,Fabric ,"79% Polyester, 18% Viscose, 3% Elastane ",Hand wash or professional dry clean ,0,₪99.00
Brown ,Casual ,Letter ,Pinafore ,Slight Stretch ,Corduroy ,100% Polyester ,Machine wash or professional dry clean ,4.85,₪69.00
Apricot ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Lilac Purple ,Casual ,Plain ,Tank ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.93,₪29.00
Pink ,Party ,Plain ,Bodycon ,Medium Stretch ,Sequins ,100% Polyester ,"Hand wash,do not dry clean ",5.00,₪199.00
Black ,Casual ,Plain ,Tee ,High Stretch ,PU Leather ,"88% Polyester, 12% Elastane ","Hand wash,do not dry clean ",4.85,₪49.00
White ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪99.00
White ,Boho ,Floral ,Tunic ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Hot Pink ,Party ,Plain ,Fitted ,Non-Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Multicolor ,Boho ,Paisley ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.50,₪49.00
Black ,Elegant ,"Floral, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.94,₪39.00
Red ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪59.00
Black ,Casual ,Plain ,Tank ,Slight Stretch ,PU Leather ,100% Polyester ,"Machine wash, do not dry clean ",0,₪49.00
Black ,Casual ,Floral ,A Line ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0,₪69.00
Mint Green ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean ",0,₪89.00
Yellow ,Boho ,"Floral, All Over Print ",Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪139.00
White ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪69.00
Apricot ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"90% Polyester, 10% Elastane ",Hand wash or professional dry clean ,5.00,₪69.00
Dark Green ,Casual ,Plain ,Tank ,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Spandex ",Hand wash or professional dry clean ,0,₪49.00
Champagne ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",4.88,₪239.00
Black ,Sexy ,Plain ,Cami ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",0,₪49.00
Apricot ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"97% Polyester, 3% Elastane ","Machine wash, do not dry clean ",5.00,₪39.00
Green ,Boho ,Ditsy Floral ,Bodycon ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Black ,Party ,Galaxy ,Fit and Flare ,Slight Stretch ,Mesh Fabric ,100% Polyamide ,Hand wash or professional dry clean ,4.95,₪59.00
Black ,Boho ,Plants ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪69.00
Green ,Boho ,Plain ,Smock ,Non-Stretch ,Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Champagne ,Party ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪49.00
Navy Blue ,Elegant ,Graphic ,A Line ,Slight Stretch ,Woven Fabric ,"95% Polyester, 5% Spandex ","Hand wash,do not dry clean ",0,₪89.00
Hot Pink ,Elegant ,Plain ,Fitted ,Medium Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean ",0,₪69.00
Light Grey ,Casual ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.74,₪29.00
Multicolor ,Elegant ,Floral ,Fitted ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪89.00
Navy Blue ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.50,₪69.00
Multicolor ,Sexy ,"Letter, Graphic ",Cami ,Slight Stretch ,Knitted Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,0,₪29.00
White ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0,₪39.00
Brown ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
White ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪69.00
Blue ,Cute ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,5.00,₪59.00
Beige ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,0,₪79.00
Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Viscose ,Machine wash or professional dry clean ,5.00,₪79.00
Multicolor ,Casual ,Floral ,A Line ,Medium Stretch ,Knitted Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,5.00,₪39.00
Multicolor ,Casual ,"Heart, All Over Print ",A Line ,Slight Stretch ,Mesh Fabric ,100% Polyamide ,"Hand wash,do not dry clean ",5.00,₪109.00
Multicolor ,Boho ,All Over Print ,Smock ,Non-Stretch ,Fabric ,100% Viscose ,Hand wash or professional dry clean ,0,₪119.00
Army Green ,Casual ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ",Machine wash or professional dry clean ,4.84,₪49.00
Red ,Casual ,"Heart, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Black ,Elegant ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪59.00
White ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Burgundy ,Elegant ,Plain ,Fitted ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪39.00
Black ,Elegant ,Plain ,Cami ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪39.00
White ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95.7% Polyester, 4.3% Elastane ",Machine wash or professional dry clean ,0,₪189.00
Pink ,Boho ,"Floral, All Over Print ",Smock ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0,₪69.00
Mustard Yellow ,Elegant ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪89.00
Black ,Elegant ,Plain ,Bodycon ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪99.00
Multicolor ,Elegant ,Tie Dye ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪89.00
Red ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Red and White ,Boho ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",0,₪79.00
Apricot ,Elegant ,Plain ,Fitted ,Slight Stretch ,Knitted Fabric ,"55% Polyester, 42% Viscose, 3% Elastane ",Machine wash or professional dry clean ,5.00,₪59.00
White ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪79.00
Apricot ,Casual ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0,₪49.00
Navy Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",0,₪189.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Black ,Casual ,Plain ,Cami ,Slight Stretch ,Fabric ,"97% Polyester, 3% Elastane ","Machine wash, do not dry clean ",4.82,₪49.00
Multicolor ,Casual ,"Colorblock, Leopard Print ",A Line ,Medium Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,0,₪69.00
Apricot ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Blue and White ,Casual ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Lilac Purple ,Sexy ,Plain ,Cami ,Slight Stretch ,Mesh Fabric ,"94% Polyamide, 6% Elastane ",Machine wash or professional dry clean ,4.97,₪29.00
Black ,Elegant ,Plants ,A Line ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.86,₪69.00
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,100% Polyester ,Hand wash or professional dry clean ,0,₪59.00
Multicolor ,Elegant ,Floral ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪39.00
Black ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyamide, 5% Elastane ",Machine wash or professional dry clean ,0,₪79.00
Red Violet ,Elegant ,Floral ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪29.00
Brown ,Casual ,Random Print ,A Line ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Hand wash or professional dry clean ,4.96,₪29.00
Dark Green ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪29.00
Black ,Elegant ,"Geometric, Heart ",Bodycon ,Slight Stretch ,Woven Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,5.00,₪29.00
Blue ,Boho ,"Floral, All Over Print ",Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪89.00
Black ,Sexy ,Plain ,Cami ,High Stretch ,Fabric ,"90% Polyester, 10% Elastane ",Machine wash or professional dry clean ,4.96,₪29.00
Navy Blue ,Elegant ,Floral ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.98,₪29.00
Black ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.80,₪29.00
Royal Blue ,Party ,Plain ,Bodycon ,Medium Stretch ,Satin ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,0,₪149.00
Burgundy ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,5.00,₪149.00
Multicolor ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.30,₪89.00
Blue ,Party ,Plain ,Fitted ,Non-Stretch ,Satin ,"97% Polyester, 3% Elastane ","Machine wash, do not dry clean ",5.00,₪89.00
Black ,Cute ,Plain ,Smock ,Non-Stretch ,Woven Fabric ,"60% Viscose, 40% Polyester ",Machine wash or professional dry clean ,4.81,₪49.00
Green ,Party ,Plain ,Bodycon ,Slight Stretch ,Satin ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,4.95,₪109.00
Multicolor ,Elegant ,"Floral, Polka Dot ",A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean,wash with the soft detergent ",4.33,₪109.00
Black and White ,Boho ,Geometric ,Smock ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",4.83,₪47.00
Green ,Casual ,Polka Dot ,A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Spandex ",Machine wash or professional dry clean ,4.93,₪59.00
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,"50% Polyester, 50% Polyurethane ",Hand wash or professional dry clean ,4.78,₪89.00
Black ,Casual ,Plain ,Shirt ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.92,₪59.00
Multicolor ,Sexy ,"Tie Dye, Butterfly ",Cami ,Slight Stretch ,Fabric ,"91% Polyester, 9% Elastane ",Machine wash or professional dry clean ,4.83,₪29.00
Black ,Sexy ,Plain ,Fitted ,High Stretch ,Fabric ,"93% Polyester, 7% Elastane ","Machine wash, do not dry clean ",4.95,₪59.00
Burgundy ,Sexy ,Plain ,Cami ,Slight Stretch ,Lace ,100% Polyester ,Machine wash or professional dry clean ,4.88,₪59.00
Black ,Party ,Plain ,Bodycon ,Non-Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.90,₪169.00
Multicolor ,Sexy ,Leopard Print ,Cami ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.94,₪29.00
Black ,Party ,Plain ,A Line ,Non-Stretch ,Satin ,100% Polyester ,Machine wash or professional dry clean ,4.92,₪59.00
Burgundy ,Elegant ,Floral ,Bodycon ,Non-Stretch ,Fabric ,"97% Polyester, 3% Elastane ",Machine wash or professional dry clean ,4.96,₪29.00
Multicolor ,Boho ,"Floral, Geometric ",Tunic ,Slight Stretch ,Fabric ,"95% Polyester, 5% Spandex ","Machine wash, do not dry clean,wash with the soft detergent ",4.94,₪79.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"90% Viscose, 10% Elastane ",Machine wash or professional dry clean ,4.94,₪49.00
Black ,Sexy ,Plain ,Bodycon ,Medium Stretch ,PU Leather ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,4.85,₪39.00
Blue ,Party ,"Floral, All Over Print ",A Line ,Non-Stretch ,Mesh Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.54,₪139.00
White ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Chiffon ,100% Polyester ,Machine wash or professional dry clean ,4.93,₪189.00
Blue ,Boho ,Ditsy Floral ,Cami ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.90,₪19.00
Burgundy ,Boho ,Ditsy Floral ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.87,₪19.00
Dark Green ,Boho ,"Plants, All Over Print ",Cami ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.95,₪19.00
Rust Brown ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪79.00
Black ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",5.00,₪99.00
Dusty Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,3.00,₪69.00
Hot Pink ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪49.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"67% Polyester, 29% Rayon, 4% Elastane ",Hand wash or professional dry clean ,4.97,₪39.00
White ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Baby Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Lace ,100% Polyamide ,Machine wash or professional dry clean ,0,₪129.00
Blue and White ,Casual ,Colorblock ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪49.00
Black ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.92,₪99.00
Dark Green ,Sexy ,Plain ,Cami ,Non-Stretch ,Fabric ,"92% Polyester, 8% Elastane ","Machine wash, do not dry clean ",4.88,₪89.00
Multicolor ,Boho ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,0,₪39.00
Apricot ,Casual ,Plain ,Bodycon ,High Stretch ,Fabric ,"60% Polyester, 35% Viscose, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪39.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Lace ,"90% Polyester, 10% Elastane ",Hand wash or professional dry clean ,0,₪59.00
Blue and White ,Boho ,Floral ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪39.00
Multicolor ,Boho ,Graphic ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ","Machine wash, do not dry clean,wash with the soft detergent ",0,₪159.00
Royal Blue ,Casual ,Plain ,A Line ,Medium Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.82,₪59.00
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.88,₪79.00
Black ,Casual ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Viscose, 5% Elastane ","Machine wash, do not dry clean ",4.80,₪49.00
White ,Boho ,Plain ,Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.88,₪69.00
Khaki ,Elegant ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Hand wash or professional dry clean ,4.82,₪29.00
White ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Multicolor ,Boho ,Floral ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Hand wash or professional dry clean ,0,₪139.00
Yellow ,Boho ,"Floral, All Over Print ",Cami ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Brown ,Casual ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪29.31
Multicolor ,Elegant ,Graphic ,Bodycon ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪49.00
Dark Green ,Elegant ,Plain ,Smock ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.67,₪79.00
Hot Pink ,Elegant ,Plain ,A Line ,Medium Stretch ,Knitted Fabric ,"88% Polyester, 12% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Multicolor ,Casual ,All Over Print ,Tunic ,Non-Stretch ,Woven Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪59.00
Green ,Boho ,Ditsy Floral ,A Line ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪49.00
Blue ,Elegant ,Tie Dye ,Cami ,Non-Stretch ,Woven Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪69.00
Black ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.86,₪29.00
Royal Blue ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",5.00,₪219.00
White ,Party ,Plain ,Bodycon ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ","Hand wash,do not dry clean ",4.99,₪89.00
Hot Pink ,Party ,Plain ,Fit and Flare ,Slight Stretch ,Mesh Fabric ,100% Polyamide ,"Hand wash,do not dry clean ",4.90,₪99.00
Navy Blue ,Elegant ,Plain ,Shirt ,Slight Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.93,₪69.00
White ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Cotton ,Machine wash or professional dry clean ,4.92,₪89.00
Baby Pink ,Party ,Polka Dot ,A Line ,Non-Stretch ,Mesh Fabric ,100% Polyamide ,Machine wash or professional dry clean ,4.89,₪119.00
Black ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,"Machine wash, do not dry clean ",0,₪49.00
Green ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪59.00
White ,Casual ,Plain ,Fitted ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.86,₪69.00
White ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Multicolor ,Elegant ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.73,₪59.00
Lime Green ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,"80% Rayon, 20% Polyester ",Machine wash or professional dry clean ,4.42,₪49.00
Violet Purple ,Party ,Plain ,Fitted ,Non-Stretch ,Satin ,100% Polyester ,Hand wash or professional dry clean ,4.92,₪89.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,0,₪49.00
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,5.00,₪49.00
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,"92% Polyester, 8% Elastane ",Machine wash or professional dry clean ,0,₪59.00
Multicolor ,Casual ,Striped ,Pinafore ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.76,₪39.00
Black ,Casual ,Plain ,Tee ,Slight Stretch ,Fabric ,"67% Polyester, 29% Viscose, 4% Elastane ",Machine wash or professional dry clean ,5.00,₪49.00
Black ,Elegant ,Plain ,Bodycon ,High Stretch ,Knitted Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,4.98,₪39.00
Black ,Party ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,"94% Polyester, 6% Elastane ",Hand wash or professional dry clean ,5.00,₪119.00
Red ,Party ,Plain ,Bodycon ,Slight Stretch ,Mesh Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.98,₪69.00
White ,Boho ,Plain ,A Line ,Medium Stretch ,Fabric ,"93% Polyester, 7% Elastane ",Machine wash or professional dry clean ,0,₪79.00
Green ,Party ,Plain ,Cami ,Non-Stretch ,Knitted Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.94,₪49.00
Army Green ,Casual ,Plain ,Pinafore ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.89,₪49.00
Coffee Brown ,Sexy ,Plain ,Cami ,High Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.63,₪59.00
Multicolor ,Boho ,Paisley ,A Line ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.96,₪39.00
Burnt Orange ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,"98% Polyester, 2% Elastane ",Machine wash or professional dry clean ,0,₪69.00
Multicolor ,Elegant ,Ditsy Floral ,Shirt ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,4.96,₪79.00
Dusty Blue ,Elegant ,Plain ,Shirt ,Non-Stretch ,Fabric ,100% Rayon ,Machine wash or professional dry clean ,4.91,₪69.00
Lilac Purple ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
Dusty Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.83,₪149.00
White ,Elegant ,Plain ,Fitted ,Slight Stretch ,Knitted Fabric ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.50,₪59.00
Purple ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,5.00,₪129.00
White ,Boho ,Plain ,Cami ,Slight Stretch ,Fabric ,"94% Polyester, 6% Elastane ",Machine wash or professional dry clean ,4.96,₪39.00
Light Grey ,Casual ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"96% Polyester, 4% Elastane ",Machine wash or professional dry clean ,4.87,₪39.00
Black and White ,Elegant ,Houndstooth ,Shirt ,Non-Stretch ,Fabric ,"70% Polyester, 27% Viscose, 3% Elastane ",Machine wash or professional dry clean ,4.97,₪109.00
Khaki ,Casual ,Plain ,Tunic ,Non-Stretch ,Chiffon ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.83,₪59.00
Burgundy ,Sexy ,Plain ,Cami ,Slight Stretch ,Mesh Fabric ,"94% Polyamide, 6% Elastane ","Hand wash,do not dry clean ",4.90,₪49.00
Black ,Elegant ,Plain ,Fit and Flare ,Non-Stretch ,Flannelette ,"95% Polyester, 5% Elastane ",Machine wash or professional dry clean ,4.90,₪49.00
Silver ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,100% Polyester ,"Hand wash,do not dry clean ",4.94,₪189.00
Multicolor ,Boho ,All Over Print ,A Line ,Non-Stretch ,Fabric ,100% Polyester ,Machine wash or professional dry clean ,0,₪69.00
