Color,Style,Pattern Type,Type,Fabric,Material,Care Instructions,rating,price,category,Polyester,Elastane,Viscose,Spandex,Cotton,Metallized Fibres,Polyamide,Rayon,Silk,Nylon,Cashmere,Linen,Polyurethane
Black ,Elegant ,Plain ,Tapered/Carrot ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.8,59.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baby Blue ,Casual ,Plain ,Wide Leg ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,49.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Wide Leg ,Non-Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.97,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Pink ,Sexy ,Plain ,Skinny ,Slight Stretch ,PU Leather ,"Hand wash,do not dry clean ",4.8,49.0,pants,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,"Cartoon, All Over Print ",Tapered/Carrot ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,129.0,pants,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Casual ,Patchwork ,Flare Leg ,Non-Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,5.0,49.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Flare Leg ,Slight Stretch ,Rib knit ,Machine wash or professional dry clean ,4.0,29.0,pants,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Letter ,Straight Leg ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Grey ,Casual ,Plain ,Flare Leg ,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,29.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Straight Leg ,Slight Stretch ,PU Leather ,Hand wash or professional dry clean ,4.84,79.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Letter ,Straight Leg ,Slight Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Flare Leg ,Slight Stretch ,Fabric ,"Hand wash,do not dry clean ",4.82,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Crocodile Print ,Skinny ,Medium Stretch ,Knitted Fabric ,"Hand wash,do not dry clean ",4.95,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mocha Brown ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,79.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.82,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Elegant ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.69,39.0,pants,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coral Pink ,Elegant ,Plain ,Tapered/Carrot ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.84,49.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Straight Leg ,Slight Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,29.5,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Purple ,Party ,Plain ,Straight Leg ,Slight Stretch ,Metallic ,"Hand wash,do not dry clean ",0.0,29.0,pants,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Party ,Plain ,Flare Leg ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,39.0,pants,75.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Tapered/Carrot ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.84,39.0,pants,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Purple ,Casual ,Plain ,Straight Leg ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.91,49.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Skinny ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,29.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Casual ,Plaid ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.76,59.0,pants,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yellow ,Boho ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",4.82,69.0,pants,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Elegant ,Plain ,Flare Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,79.0,pants,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Grey ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.86,89.0,pants,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Elegant ,Plain ,Flare Leg ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,59.0,pants,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate Brown ,Casual ,Plain ,Straight Leg ,Slight Stretch ,Flannelette ,Machine wash or professional dry clean ,4.9,49.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Boho ,Geometric ,Jogger ,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,Flare Leg ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,49.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Boho ,Ditsy Floral ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,49.0,pants,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,Flare Leg ,High Stretch ,Knitted Fabric ,"Machine wash, do not dry clean ",0.0,49.0,pants,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,All Over Print ,Wide Leg ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,pants,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Plain ,Jogger ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",5.0,59.0,pants,79.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Flare Leg ,Non-Stretch ,Woven Fabric ,Hand wash or professional dry clean ,0.0,89.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Casual ,Colorblock ,Straight Leg ,Medium Stretch ,Knitted Fabric ,Hand wash or professional dry clean ,0.0,79.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,Flare Leg ,Medium Stretch ,Knitted Fabric ,Hand wash or professional dry clean ,0.0,39.0,pants,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Blue ,Casual ,Plain ,Wide Leg ,Slight Stretch ,Rib knit ,Machine wash or professional dry clean ,5.0,59.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Striped ,Flare Leg ,Medium Stretch ,Knitted Fabric ,"Machine wash, do not dry clean ",5.0,39.0,pants,0.0,10.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,Hand wash or professional dry clean ,4.86,49.0,pants,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Colorblock ,Flare Leg ,High Stretch ,Rib knit ,Machine wash or professional dry clean ,0.0,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Grey ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,49.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,Skinny ,Slight Stretch ,Knitted Fabric ,Hand wash or professional dry clean ,0.0,69.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Boho ,Ditsy Floral ,Wide Leg ,Non-Stretch ,Woven Fabric ,"Hand wash,do not dry clean ",0.0,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Party ,Plain ,Skinny ,Slight Stretch ,PU Leather ,Hand wash or professional dry clean ,0.0,49.0,pants,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean ",0.0,89.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.82,59.0,pants,73.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
Grey ,Casual ,Camo ,Cargo Pants ,Non-Stretch ,Woven Fabric ,Hand wash or professional dry clean ,0.0,69.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Letter ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.85,69.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,Plain ,Jogger ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,59.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burnt Orange ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,69.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,"Plaid, Heart ",Flare Leg ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,89.0,pants,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,"Letter, Heart ",Jogger ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,"Floral, Zebra Stripe ",Flare Leg ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Corduroy ,Hand wash or professional dry clean ,4.79,69.0,pants,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,"Striped, Plants ",Wide Leg ,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,49.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.82,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,"Paisley, Plants ",Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,79.0,pants,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Plaid ,Straight Leg ,Non-Stretch ,Fabric ,Hand wash or professional dry clean ,4.84,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Paisley ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,79.0,pants,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Wide Leg ,Slight Stretch ,Flannelette ,Machine wash or professional dry clean ,4.84,49.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lime Green ,Casual ,Gingham ,Tapered/Carrot ,Slight Stretch ,Woven Fabric ,Hand wash or professional dry clean ,0.0,39.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,Hand wash or professional dry clean ,4.95,89.0,pants,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee Brown ,Casual ,Plain ,Flare Leg ,Non-Stretch ,PU Leather ,Hand wash or professional dry clean ,0.0,69.0,pants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Apricot ,Sexy ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.8,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,Hand wash or professional dry clean ,0.0,59.0,pants,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Elegant ,Plain ,Straight Leg ,Non-Stretch ,Satin ,Machine wash or professional dry clean ,4.91,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,49.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,"Colorblock, Tartan ",Tapered/Carrot ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.77,59.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Boho ,"Floral, All Over Print ",Wide Leg ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",0.0,49.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,Straight Leg ,Medium Stretch ,Fabric ,"Hand wash,do not dry clean ",0.0,79.0,pants,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burnt Orange ,Casual ,Plain ,Jogger ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,49.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Tapered/Carrot ,Slight Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,69.0,pants,0.0,5.0,64.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,89.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Geometric ,Tapered/Carrot ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,59.0,pants,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,All Over Print ,Flare Leg ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Woven Fabric ,Hand wash or professional dry clean ,0.0,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Purple ,Casual ,Plain ,Cargo Pants ,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,4.93,69.0,pants,0.0,3.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
Mustard Yellow ,Boho ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,"Tropical, All Over Print ",Wide Leg ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,49.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,Flare Leg ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.78,49.0,pants,53.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue and White ,Boho ,Floral ,Wide Leg ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,39.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.79,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Army Green ,Casual ,Plain ,Wide Leg ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Flare Leg ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,29.0,pants,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Tribal ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,49.0,pants,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Patchwork ,Straight Leg ,Non-Stretch ,Fabric ,"Hand wash,do not dry clean ",4.78,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Elegant ,Plain ,Flare Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.79,33.0,pants,0.0,0.0,80.4,5.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.93,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olive Green ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,39.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Army Green ,Casual ,Plain ,Tapered/Carrot ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.77,49.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.75,49.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teal Blue ,Elegant ,Plain ,Straight Leg ,Medium Stretch ,Knitted Fabric ,"Hand wash,do not dry clean ",4.9,29.0,pants,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Flare Leg ,High Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,Plain ,Flare Leg ,Slight Stretch ,Fabric ,"Hand wash,do not dry clean ",4.86,49.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Tapered/Carrot ,Non-Stretch ,Fabric ,Hand wash or professional dry clean ,4.87,49.0,pants,98.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Plain ,Cargo Pants ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",4.43,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Party ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,79.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mustard Yellow ,Elegant ,Plain ,Skinny ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.86,39.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Violet ,Elegant ,Plain ,Flare Leg ,Non-Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.89,49.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Elegant ,Plain ,Tapered/Carrot ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.9,49.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mint Green ,Elegant ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.82,59.0,pants,73.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,69.0,pants,35.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grey ,Casual ,Plain ,Skinny ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.91,29.0,pants,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beige ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.89,79.0,pants,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.89,59.0,pants,62.0,5.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Straight Leg ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.88,49.0,pants,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Floral ,Wide Leg ,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,59.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Cargo Pants ,Slight Stretch ,Fabric ,"Hand wash,do not dry clean ",5.0,129.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,49.0,pants,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Casual ,Plain ,Wide Leg ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.9,49.0,pants,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Elegant ,Plain ,Straight Leg ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,59.0,pants,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate Brown ,Casual ,Plain ,Straight Leg ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,5.0,99.0,pants,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
