Color,Style,Pattern Type,Type,Fabric,Material,Care Instructions,rating,price,category,Polyester,Elastane,Viscose,Spandex,Cotton,Metallized Fibres,Polyamide,Rayon,Silk,Nylon,Cashmere,Linen,Polyurethane
Black ,Casual ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,49.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Party ,Plain ,Bodycon ,Slight Stretch ,Metallic ,"Hand wash,do not dry clean ",5.0,69.0,dresses,0.0,20.0,0.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Modest ,"Floral, All Over Print ",A Line ,Non-Stretch ,Chiffon ,Machine wash or professional dry clean ,4.89,109.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Boho ,Plain ,Fitted ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,5.0,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Casual ,Colorblock ,Fitted ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,5.0,79.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Boho ,Plain ,Tank ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.66,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Elegant ,Plain ,Fitted ,Slight Stretch ,Flannelette ,"Machine wash, do not dry clean ",5.0,79.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yellow ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,49.0,dresses,67.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaki ,Elegant ,Plain ,Shirt ,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,0.0,99.0,dresses,79.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,Letter ,Pinafore ,Slight Stretch ,Corduroy ,Machine wash or professional dry clean ,4.85,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lilac Purple ,Casual ,Plain ,Tank ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.93,29.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pink ,Party ,Plain ,Bodycon ,Medium Stretch ,Sequins ,"Hand wash,do not dry clean ",5.0,199.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Tee ,High Stretch ,PU Leather ,"Hand wash,do not dry clean ",4.85,49.0,dresses,88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,99.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Boho ,Floral ,Tunic ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Pink ,Party ,Plain ,Fitted ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,49.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,Paisley ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.5,49.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,"Floral, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,49.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,39.0,dresses,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",0.0,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Tank ,Slight Stretch ,PU Leather ,"Machine wash, do not dry clean ",0.0,49.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Floral ,A Line ,Slight Stretch ,Knitted Fabric ,"Machine wash, do not dry clean ",0.0,69.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mint Green ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean ",0.0,89.0,dresses,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yellow ,Boho ,"Floral, All Over Print ",Cami ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,139.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,69.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Sexy ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,Hand wash or professional dry clean ,5.0,69.0,dresses,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Casual ,Plain ,Tank ,Slight Stretch ,Woven Fabric ,Hand wash or professional dry clean ,0.0,49.0,dresses,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Champagne ,Party ,Plain ,Bodycon ,Slight Stretch ,Fabric ,"Hand wash,do not dry clean ",4.88,239.0,dresses,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,Cami ,Medium Stretch ,Fabric ,"Hand wash,do not dry clean ",0.0,49.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"Machine wash, do not dry clean ",5.0,39.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Boho ,Ditsy Floral ,Bodycon ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,59.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Party ,Galaxy ,Fit and Flare ,Slight Stretch ,Mesh Fabric ,Hand wash or professional dry clean ,4.95,59.0,dresses,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Boho ,Plants ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,69.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Boho ,Plain ,Smock ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,49.0,dresses,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Champagne ,Party ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,49.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Elegant ,Graphic ,A Line ,Slight Stretch ,Woven Fabric ,"Hand wash,do not dry clean ",0.0,89.0,dresses,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Pink ,Elegant ,Plain ,Fitted ,Medium Stretch ,Woven Fabric ,"Machine wash, do not dry clean ",0.0,69.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light Grey ,Casual ,Plain ,Bodycon ,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.74,29.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Elegant ,Floral ,Fitted ,Slight Stretch ,Knitted Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,89.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.5,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Sexy ,"Letter, Graphic ",Cami ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,29.0,dresses,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,Bodycon ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,39.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,5.0,69.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Cute ,Plain ,A Line ,Slight Stretch ,Fabric ,Hand wash or professional dry clean ,5.0,59.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beige ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,79.0,dresses,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Elegant ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,79.0,dresses,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,Floral ,A Line ,Medium Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,5.0,39.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,"Heart, All Over Print ",A Line ,Slight Stretch ,Mesh Fabric ,"Hand wash,do not dry clean ",5.0,109.0,dresses,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,All Over Print ,Smock ,Non-Stretch ,Fabric ,Hand wash or professional dry clean ,0.0,119.0,dresses,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Army Green ,Casual ,Plain ,Bodycon ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.84,49.0,dresses,60.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red ,Casual ,"Heart, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,59.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,Fitted ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burgundy ,Elegant ,Plain ,Fitted ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,5.0,39.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Cami ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,39.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,189.0,dresses,95.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pink ,Boho ,"Floral, All Over Print ",Smock ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,69.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mustard Yellow ,Elegant ,Plain ,Shirt ,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean ",0.0,89.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Bodycon ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,99.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Elegant ,Tie Dye ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,89.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red ,Casual ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red and White ,Boho ,Floral ,A Line ,Non-Stretch ,Woven Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",0.0,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Elegant ,Plain ,Fitted ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,5.0,59.0,dresses,55.0,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,0.0,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Casual ,All Over Print ,A Line ,Non-Stretch ,Fabric ,"Hand wash,do not dry clean ",0.0,49.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Elegant ,Plain ,A Line ,Slight Stretch ,Fabric ,"Hand wash,do not dry clean ",0.0,189.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,49.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Casual ,Plain ,Cami ,Slight Stretch ,Fabric ,"Machine wash, do not dry clean ",4.82,49.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Casual ,"Colorblock, Leopard Print ",A Line ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,69.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apricot ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue and White ,Casual ,All Over Print ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,0.0,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lilac Purple ,Sexy ,Plain ,Cami ,Slight Stretch ,Mesh Fabric ,Machine wash or professional dry clean ,4.97,29.0,dresses,0.0,6.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plants ,A Line ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.86,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,A Line ,Slight Stretch ,Woven Fabric ,Hand wash or professional dry clean ,0.0,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Elegant ,Floral ,Bodycon ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,39.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,79.0,dresses,0.0,5.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Violet ,Elegant ,Floral ,Bodycon ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,0.0,29.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brown ,Casual ,Random Print ,A Line ,Non-Stretch ,Fabric ,Hand wash or professional dry clean ,4.96,29.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,5.0,29.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,"Geometric, Heart ",Bodycon ,Slight Stretch ,Woven Fabric ,Machine wash or professional dry clean ,5.0,29.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Boho ,"Floral, All Over Print ",Shirt ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,89.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,Cami ,High Stretch ,Fabric ,Machine wash or professional dry clean ,4.96,29.0,dresses,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navy Blue ,Elegant ,Floral ,Bodycon ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.98,29.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,Bodycon ,Slight Stretch ,Knitted Fabric ,Machine wash or professional dry clean ,4.8,29.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Blue ,Party ,Plain ,Bodycon ,Medium Stretch ,Satin ,Hand wash or professional dry clean ,0.0,149.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burgundy ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,149.0,dresses,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.3,89.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Party ,Plain ,Fitted ,Non-Stretch ,Satin ,"Machine wash, do not dry clean ",5.0,89.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Cute ,Plain ,Smock ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,4.81,49.0,dresses,40.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Party ,Plain ,Bodycon ,Slight Stretch ,Satin ,Machine wash or professional dry clean ,4.95,109.0,dresses,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Elegant ,"Floral, Polka Dot ",A Line ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",4.33,109.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black and White ,Boho ,Geometric ,Smock ,Non-Stretch ,Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",4.83,47.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green ,Casual ,Polka Dot ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.93,59.0,dresses,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,Bodycon ,High Stretch ,Fabric ,Hand wash or professional dry clean ,4.78,89.0,dresses,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Black ,Casual ,Plain ,Shirt ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.92,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Sexy ,"Tie Dye, Butterfly ",Cami ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.83,29.0,dresses,91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,Fitted ,High Stretch ,Fabric ,"Machine wash, do not dry clean ",4.95,59.0,dresses,93.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burgundy ,Sexy ,Plain ,Cami ,Slight Stretch ,Lace ,Machine wash or professional dry clean ,4.88,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Party ,Plain ,Bodycon ,Non-Stretch ,Fabric ,"Hand wash,do not dry clean ",4.9,169.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Sexy ,Leopard Print ,Cami ,Medium Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,29.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Party ,Plain ,A Line ,Non-Stretch ,Satin ,Machine wash or professional dry clean ,4.92,59.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burgundy ,Elegant ,Floral ,Bodycon ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.96,29.0,dresses,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multicolor ,Boho ,"Floral, Geometric ",Tunic ,Slight Stretch ,Fabric ,"Machine wash, do not dry clean,wash with the soft detergent ",4.94,79.0,dresses,95.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Elegant ,Plain ,Bodycon ,Slight Stretch ,Fabric ,Machine wash or professional dry clean ,4.94,49.0,dresses,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Sexy ,Plain ,Bodycon ,Medium Stretch ,PU Leather ,Machine wash or professional dry clean ,4.85,39.0,dresses,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Party ,"Floral, All Over Print ",A Line ,Non-Stretch ,Mesh Fabric ,Machine wash or professional dry clean ,4.54,139.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
White ,Boho ,"Floral, All Over Print ",A Line ,Non-Stretch ,Chiffon ,Machine wash or professional dry clean ,4.93,189.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue ,Boho ,Ditsy Floral ,Cami ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.9,19.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burgundy ,Boho ,Ditsy Floral ,Cami ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.87,19.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Green ,Boho ,"Plants, All Over Print ",Cami ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,4.95,19.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rust Brown ,Boho ,Plain ,A Line ,Non-Stretch ,Fabric ,Machine wash or professional dry clean ,5.0,79.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ,Party ,Plain ,Bodycon ,Medium Stretch ,Fabric ,"Hand wash,do not dry clean ",5.0,99.0,dresses,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dusty Pink ,Elegant ,Plain ,A Line ,Non-Stretch ,Woven Fabric ,Machine wash or professional dry clean ,3.0,69.0,dresses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
